Codes,Names,PPH_2013,White (%),Mixed/multiple ethnic groups (%),Asian/Asian British (%),Black/African/Caribbean/Black British (%),Other ethnic group (%),BAME (%),Median Annual Household Income estimate (£)
E01000494,Brent 023B,79,54.8,6.5,16.7,11.2,10.7,45.2,39108
E01000495,Brent 023C,93,61.4,6.5,10.7,13.9,7.6,38.6,31657
E01000560,Brent 023D,77,73.6,7.1,9.4,6.6,3.3,26.4,44928
E01000561,Brent 023E,155,56.6,6.6,12.7,16.4,7.6,43.4,32827
E01000638,Brent 024A,73,45.5,6.9,24.9,17.1,5.6,54.5,23388
E01000640,Brent 024B,190,40.8,6.8,28.4,17.1,6.9,59.2,23606
E01000641,Brent 024C,191,42.5,8.4,20.7,24.4,4.0,57.5,24938
E01000643,Brent 024D,38,34.9,7.4,18.4,32.4,7.0,65.1,24368
E01000508,Brent 025A,90,34.6,4.8,16.7,39.5,4.3,65.4,21991
E01000521,Brent 025B,166,29.4,7.0,21.4,35.1,7.2,70.6,20736
E01000522,Brent 025C,133,38.3,7.0,10.8,39.3,4.6,61.7,24503
E01000526,Brent 025D,164,25.9,6.8,14.7,47.5,5.1,74.1,22108
E01000527,Brent 025E,173,36.1,7.8,13.2,37.8,5.1,63.9,22605
E01000528,Brent 025F,132,20.6,8.1,12.5,55.3,3.6,79.4,22218
E01000471,Brent 026A,118,23.8,4.3,56.5,12.4,3.0,76.2,27283
E01000474,Brent 026B,104,10.3,3.4,73.6,11.4,1.3,89.7,25604
E01000476,Brent 026C,76,15.1,2.3,67.8,12.4,2.3,84.9,27342
E01000477,Brent 026D,52,23.0,3.9,52.3,16.8,4.0,77.0,24337
E01000630,Brent 026E,86,15.5,4.2,55.7,20.9,3.6,84.5,24322
E01000595,Brent 027A,84,26.2,6.1,15.8,43.6,8.3,73.8,21448
E01000599,Brent 027D,151,23.2,4.7,11.0,55.1,5.9,76.8,25012
E01000600,Brent 027E,11,23.3,6.9,14.9,48.4,6.6,76.7,23894
E01033456,Brent 027F,89,16.3,6.1,16.1,57.2,4.3,83.7,21671
E01000545,Brent 028A,153,63.6,8.1,12.1,10.4,5.9,36.4,33655
E01000546,Brent 028B,176,66.0,6.4,12.5,10.5,4.6,34.0,37287
E01000547,Brent 028C,232,62.6,5.4,12.4,14.8,4.7,37.4,35313
E01000548,Brent 028D,194,61.5,6.3,9.9,14.9,7.3,38.5,28534
E01000549,Brent 028E,173,67.4,8.0,10.2,10.4,4.1,32.6,45717
E01000472,Brent 029A,33,33.1,2.5,50.6,8.5,5.3,66.9,28023
E01000473,Brent 029B,126,8.7,2.0,81.1,7.1,1.1,91.3,25662
E01000475,Brent 029C,66,21.0,2.2,61.2,12.2,3.3,79.0,26846
E01000478,Brent 029D,87,15.3,3.2,69.9,8.8,2.7,84.7,26902
E01000632,Brent 029E,77,7.5,2.1,81.9,5.5,3.0,92.5,27733
E01000489,Brent 030A,48,51.7,6.8,18.0,11.6,12.0,48.3,41575
E01000491,Brent 030B,54,54.4,6.1,15.2,10.9,13.4,45.6,41405
E01000492,Brent 030C,81,60.5,5.3,18.8,9.7,5.7,39.5,46873
E01000493,Brent 030D,89,58.9,7.0,16.8,11.7,5.7,41.1,45771
E01000581,Brent 030E,93,67.2,5.9,9.0,14.1,3.8,32.8,50088
E01000523,Brent 031A,188,39.5,6.7,13.0,34.4,6.5,60.5,24073
E01000524,Brent 031B,164,31.6,6.5,16.5,39.5,5.8,68.4,21666
E01000525,Brent 031C,126,39.5,8.7,11.8,36.2,3.8,60.5,23556
E01000533,Brent 031E,125,41.7,7.1,15.2,32.9,3.1,58.3,24434
E01000535,Brent 031F,117,51.8,7.6,13.7,23.1,3.7,48.2,28437
E01033455,Brent 031G,208,39.5,7.5,15.4,29.7,7.9,60.5,23008
E01033485,Brent 031H,146,35.5,7.1,17.6,33.1,6.7,64.5,22978
E01000579,Brent 032A,143,58.6,7.1,10.6,19.6,4.0,41.4,35747
E01000580,Brent 032B,45,73.4,5.7,7.1,9.2,4.6,26.6,46895
E01000582,Brent 032C,93,74.6,6.9,6.4,7.7,4.4,25.4,54491
E01000583,Brent 032D,112,66.5,5.7,12.5,10.4,4.9,33.5,42509
E01000586,Brent 032E,171,53.2,8.8,13.8,16.2,8.1,46.8,30563
E01000530,Brent 033A,104,55.0,6.1,19.8,15.7,3.4,45.0,39789
E01000531,Brent 033B,202,52.5,8.4,10.8,22.4,5.9,47.5,28712
E01000532,Brent 033C,159,53.3,8.0,8.8,24.4,5.5,46.7,33921
E01000534,Brent 033D,110,51.0,7.4,16.6,20.5,4.5,49.0,36597
E01000584,Brent 033E,133,53.1,7.5,22.6,13.9,2.9,46.9,42010
E01000585,Brent 033F,179,58.4,6.2,14.3,15.6,5.6,41.6,40272
E01000544,Brent 034A,230,33.5,7.7,11.8,36.7,10.4,66.5,23169
E01000550,Brent 034B,120,46.3,6.2,13.4,27.6,6.5,53.7,26916
E01000551,Brent 034C,182,29.4,7.6,10.8,43.6,8.6,70.6,21639
E01000552,Brent 034D,179,23.0,6.6,9.9,49.4,11.2,77.0,21147
E01000779,Bromley 001A,11,80.1,3.6,10.1,5.5,0.7,19.9,35898
E01000780,Bromley 001B,73,77.2,3.6,6.2,11.8,1.1,22.8,29385
E01000781,Bromley 001C,88,80.8,5.2,3.0,10.3,0.7,19.2,24909
E01000782,Bromley 001D,51,77.7,4.1,4.4,13.1,0.7,22.3,22923
E01000783,Bromley 001E,85,81.6,4.5,3.5,9.0,1.4,18.4,24183
E01000785,Bromley 001F,67,85.7,2.5,4.1,7.5,0.1,14.3,26500
E01000689,Bromley 002A,10,84.9,4.6,6.6,2.6,1.3,15.1,32710
E01000690,Bromley 002B,42,87.2,2.9,6.5,2.8,0.7,12.8,45459
E01000691,Bromley 002C,60,88.7,3.7,2.8,2.9,1.9,11.3,33714
E01000692,Bromley 002D,45,92.6,1.9,2.7,2.0,0.8,7.4,40386
E01000784,Bromley 002E,69,87.8,2.7,5.3,3.7,0.5,12.2,38789
E01000799,Bromley 004A,85,65.0,6.1,8.7,19.5,0.7,35.0,32731
E01000802,Bromley 004B,97,67.1,7.1,7.0,17.5,1.3,32.9,32855
E01000803,Bromley 004C,62,68.8,7.1,4.7,17.5,1.9,31.2,34375
E01000804,Bromley 004D,22,74.7,4.2,7.3,12.3,1.4,25.3,46818
E01000805,Bromley 004E,105,72.9,6.2,5.0,14.2,1.7,27.1,32027
E01000740,Bromley 005A,26,52.7,7.3,7.9,29.6,2.5,47.3,28425
E01000741,Bromley 005B,125,61.9,8.3,5.7,23.4,0.8,38.1,28658
E01000742,Bromley 005C,80,64.9,8.0,4.0,21.3,1.7,35.1,29378
E01000745,Bromley 005D,39,62.3,7.8,6.9,21.7,1.4,37.7,32047
E01000746,Bromley 005E,111,70.3,8.9,5.6,14.5,0.6,29.7,34050
E01000709,Bromley 006A,55,85.3,2.9,7.0,3.6,1.2,14.7,35259
E01000710,Bromley 006B,33,82.4,4.1,6.4,6.0,1.1,17.6,42640
E01000711,Bromley 006C,64,83.7,2.9,6.8,5.1,1.5,16.3,41720
E01000714,Bromley 006D,61,83.5,4.3,7.0,4.1,1.1,16.5,39090
E01000718,Bromley 006E,66,70.5,6.3,7.6,13.2,2.4,29.5,29863
E01000645,Bromley 007A,18,85.5,2.8,10.3,1.1,0.4,14.5,64222
E01000649,Bromley 007B,23,81.6,2.7,10.0,4.6,1.0,18.4,54476
E01000694,Bromley 007C,18,87.3,1.9,6.9,2.5,1.4,12.7,58417
E01000695,Bromley 007D,20,93.7,1.8,2.8,1.3,0.3,6.3,52776
E01000696,Bromley 007E,8,90.6,1.6,6.7,1.0,0.2,9.4,59953
E01000697,Bromley 007F,33,90.4,1.8,5.6,1.1,1.1,9.6,53898
E01000674,Bromley 008A,80,81.6,5.0,7.4,5.2,0.8,18.4,36089
E01000676,Bromley 008B,57,77.7,5.4,8.5,6.4,2.0,22.3,32479
E01000820,Bromley 008C,25,84.8,4.5,5.1,4.2,1.4,15.2,37730
E01000822,Bromley 008D,75,80.4,6.1,4.5,7.7,1.2,19.6,35827
E01000823,Bromley 008E,69,88.7,2.8,4.8,2.8,0.8,11.3,42994
E01000824,Bromley 008F,75,84.4,4.7,3.9,5.2,1.7,15.6,35994
E01000825,Bromley 008G,90,84.3,4.2,6.0,4.2,1.3,15.7,35030
E01000743,Bromley 009A,60,61.0,8.8,4.0,24.5,1.9,39.0,24337
E01000744,Bromley 009B,72,58.7,6.0,6.3,27.8,1.2,41.3,22528
E01000796,Bromley 009C,172,49.1,7.2,5.9,34.7,3.0,50.9,23627
E01000798,Bromley 009D,111,57.9,8.1,5.7,26.6,1.8,42.1,21010
E01000800,Bromley 009E,72,58.2,6.8,6.1,27.4,1.5,41.8,27038
E01000806,Bromley 009F,115,54.2,8.0,7.3,29.2,1.3,45.8,25995
E01000693,Bromley 010A,6,81.2,1.4,14.0,2.5,0.9,18.8,47575
E01000698,Bromley 010B,10,82.2,3.2,9.3,4.3,0.9,17.8,54187
E01000736,Bromley 010C,39,90.3,3.2,2.6,3.1,0.8,9.7,28825
E01000737,Bromley 010D,35,85.5,1.6,6.3,6.2,0.4,14.5,27670
E01000672,Bromley 011A,48,82.8,4.3,6.8,4.2,1.9,17.2,45153
E01000673,Bromley 011B,33,83.7,4.4,5.5,5.3,1.1,16.3,43733
E01000716,Bromley 011C,39,87.4,3.8,4.5,2.9,1.4,12.6,49201
E01000717,Bromley 011D,55,86.9,4.1,4.2,3.7,1.1,13.1,40426
E01000828,Bromley 011E,49,83.2,4.0,8.4,3.7,0.8,16.8,43401
E01000712,Bromley 012A,48,82.0,4.0,8.5,4.0,1.5,18.0,46771
E01000713,Bromley 012B,42,82.9,3.0,5.3,7.6,1.2,17.1,45457
E01000715,Bromley 012C,57,87.0,3.4,6.0,2.7,0.9,13.0,44675
E01000770,Bromley 012D,21,89.9,3.1,4.3,1.6,1.1,10.1,53015
E01000772,Bromley 012E,48,87.6,4.1,4.4,3.0,0.9,12.4,48968
E01000700,Bromley 013A,76,82.4,5.0,4.4,7.9,0.3,17.6,35099
E01000702,Bromley 013B,100,81.2,5.5,5.0,7.8,0.5,18.8,38996
E01000703,Bromley 013C,70,85.9,4.6,4.8,4.5,0.2,14.1,43854
E01000706,Bromley 013D,44,80.8,5.4,4.6,8.7,0.5,19.2,32942
E01000797,Bromley 013E,24,84.7,5.4,3.6,4.9,1.4,15.3,44842
E01000729,Bromley 014A,70,83.2,3.4,3.6,8.6,1.2,16.8,21600
E01000730,Bromley 014B,46,83.9,4.1,2.4,9.4,0.2,16.1,23194
E01000735,Bromley 014C,29,86.7,2.6,4.2,6.5,0.1,13.3,26466
E01000738,Bromley 014D,30,85.6,3.0,3.5,6.8,1.0,14.4,30162
E01000739,Bromley 014E,70,82.7,3.2,2.8,10.7,0.5,17.3,23775
E01000699,Bromley 015A,114,65.7,6.9,6.9,19.6,1.0,34.3,30523
E01000701,Bromley 015B,103,75.0,5.7,5.1,12.8,1.4,25.0,36919
E01000704,Bromley 015C,44,75.0,5.2,5.1,13.8,0.9,25.0,34098
E01000705,Bromley 015D,89,62.3,7.8,7.2,22.1,0.6,37.7,33776
E01000801,Bromley 015E,79,69.9,6.6,7.6,14.9,1.1,30.1,30929
E01000646,Bromley 016A,48,83.9,3.2,7.7,3.8,1.3,16.1,42706
E01000647,Bromley 016B,65,87.4,2.5,6.1,3.0,0.9,12.6,40320
E01000648,Bromley 016C,47,84.8,3.4,6.9,3.2,1.7,15.2,44895
E01000653,Bromley 016D,32,86.4,2.7,7.3,2.1,1.5,13.6,52410
E01000678,Bromley 016E,59,83.7,2.9,6.7,5.0,1.6,16.3,43118
E01000670,Bromley 018A,42,77.0,4.6,11.4,5.0,2.0,23.0,50462
E01000675,Bromley 018B,30,77.3,6.1,8.2,6.1,2.3,22.7,43611
E01000677,Bromley 018C,49,82.4,4.0,6.5,5.6,1.5,17.6,38614
E01000762,Bromley 018D,51,83.5,4.3,8.0,2.2,1.9,16.5,41621
E01000829,Bromley 018E,80,82.2,4.0,6.8,4.6,2.4,17.8,43729
E01000719,Bromley 019A,58,82.0,3.5,3.4,10.5,0.7,18.0,27124
E01000720,Bromley 019B,2,80.0,4.2,2.8,11.9,1.1,20.0,24703
E01000721,Bromley 019C,51,78.1,4.2,4.9,12.1,0.7,21.9,22367
E01000724,Bromley 019D,45,77.0,3.6,3.3,15.5,0.6,23.0,23817
E01000728,Bromley 019E,5,86.4,3.2,2.9,6.3,1.2,13.6,29148
E01000651,Bromley 020A,57,89.4,3.3,5.2,1.3,0.8,10.6,46179
E01000668,Bromley 020B,26,86.1,3.6,6.4,3.0,0.9,13.9,35841
E01000669,Bromley 020C,98,89.8,4.5,2.7,3.0,0.0,10.2,35593
E01000671,Bromley 020D,60,82.7,3.6,8.5,4.6,0.5,17.3,35075
E01000679,Bromley 020E,58,86.7,4.2,3.9,4.4,0.8,13.3,38839
E01000826,Bromley 021A,31,87.9,1.7,5.6,2.5,2.4,12.1,61658
E01000827,Bromley 021B,47,81.6,3.1,10.0,3.5,1.8,18.4,43044
E01000830,Bromley 021C,26,85.3,3.5,7.0,2.5,1.8,14.7,60034
E01000831,Bromley 021D,41,86.3,3.0,7.1,1.8,1.7,13.7,46772
E01000833,Bromley 021E,42,88.1,3.6,5.7,2.3,0.2,11.9,54779
E01000650,Bromley 022A,22,82.2,2.9,10.3,2.9,1.6,17.8,53936
E01000652,Bromley 022B,28,89.7,1.5,5.8,2.2,0.7,10.3,44938
E01000807,Bromley 022C,20,90.3,3.0,4.4,1.9,0.5,9.7,49453
E01000809,Bromley 022D,28,94.0,1.3,1.9,2.3,0.5,6.0,45185
E01000722,Bromley 023A,28,88.2,2.3,4.3,4.8,0.4,11.8,29493
E01000725,Bromley 023B,49,90.0,2.3,2.9,4.7,0.1,10.0,28120
E01000731,Bromley 023C,61,84.2,3.6,3.7,8.0,0.4,15.8,27896
E01000732,Bromley 023D,42,88.1,2.1,5.2,3.9,0.7,11.9,34642
E01000733,Bromley 023E,43,89.3,1.9,2.7,4.8,1.3,10.7,30282
E01000769,Bromley 024A,12,83.9,3.7,3.9,7.9,0.6,16.1,42214
E01000773,Bromley 024B,51,87.7,4.1,3.7,3.7,0.9,12.3,42190
E01000775,Bromley 024C,21,80.7,4.9,6.4,6.3,1.8,19.3,51126
E01000777,Bromley 024D,63,84.4,4.1,3.7,7.0,0.8,15.6,41696
E01000778,Bromley 024E,79,82.7,4.4,6.1,6.3,0.6,17.3,33899
E01000808,Bromley 025A,47,89.8,1.9,6.6,1.2,0.4,10.2,50388
E01000810,Bromley 025B,40,92.1,2.3,4.1,1.1,0.3,7.9,55341
E01000811,Bromley 025C,45,91.4,2.4,5.2,0.7,0.4,8.6,43347
E01000813,Bromley 025D,26,90.1,1.2,6.3,1.9,0.4,9.9,43354
E01000815,Bromley 025E,32,92.2,1.9,3.4,1.8,0.7,7.8,59459
E01000661,Bromley 026A,21,79.2,5.4,5.7,8.8,0.9,20.8,25077
E01000662,Bromley 026B,34,83.2,4.4,5.1,6.7,0.7,16.8,32418
E01000663,Bromley 026C,52,87.0,3.6,4.5,3.8,1.0,13.0,31599
E01000664,Bromley 026D,20,86.6,3.2,4.5,5.2,0.5,13.4,31723
E01000763,Bromley 027A,18,91.9,1.8,4.5,1.5,0.3,8.1,46231
E01000764,Bromley 027B,33,89.2,1.9,3.3,5.4,0.2,10.8,35952
E01000766,Bromley 027C,46,92.8,2.9,2.6,1.1,0.6,7.2,50605
E01000767,Bromley 027D,52,92.6,2.6,3.0,1.6,0.2,7.4,48234
E01000834,Bromley 027E,63,90.8,3.2,3.5,2.3,0.3,9.2,49270
E01000727,Bromley 028A,41,90.7,1.9,4.1,3.0,0.4,9.3,33837
E01000734,Bromley 028B,43,87.9,3.0,3.8,5.1,0.2,12.1,35879
E01000790,Bromley 028C,40,80.7,3.4,11.0,3.9,1.0,19.3,36990
E01000812,Bromley 028D,40,88.7,1.6,7.4,1.7,0.5,11.3,41562
E01000814,Bromley 028E,32,88.9,1.6,8.2,1.2,0.2,11.1,59806
E01000723,Bromley 029A,29,95.2,0.6,1.6,2.6,0.0,4.8,32237
E01000726,Bromley 029B,45,90.2,1.3,3.7,4.1,0.7,9.8,34353
E01000787,Bromley 029C,42,91.2,2.0,2.8,3.8,0.1,8.8,29962
E01000788,Bromley 029D,42,82.6,3.5,6.9,5.8,1.2,17.4,32525
E01000791,Bromley 029E,37,90.2,1.5,4.4,3.6,0.4,9.8,34606
E01000832,Bromley 030A,17,85.6,3.0,7.3,3.2,0.8,14.4,45511
E01000835,Bromley 030B,50,89.2,3.2,5.1,2.5,0.0,10.8,41625
E01000836,Bromley 030C,67,89.1,4.8,3.2,2.0,0.8,10.9,48227
E01000837,Bromley 030D,32,85.3,3.7,5.6,4.0,1.5,14.7,38933
E01000838,Bromley 030E,27,90.3,3.6,3.6,2.0,0.5,9.7,44514
E01000839,Bromley 030F,53,91.1,2.8,3.4,2.6,0.2,8.9,51833
E01000840,Bromley 030G,20,93.4,1.7,2.1,2.3,0.5,6.6,44158
E01000841,Bromley 030H,47,91.0,2.5,4.0,1.7,0.8,9.0,46146
E01000753,Bromley 031A,21,93.5,1.3,3.4,1.2,0.6,6.5,49094
E01000754,Bromley 031B,43,89.5,2.4,6.4,1.0,0.7,10.5,38259
E01000755,Bromley 031C,44,91.8,2.3,3.9,0.9,1.1,8.2,45887
E01000757,Bromley 031D,28,94.6,1.6,3.5,0.1,0.1,5.4,51084
E01000758,Bromley 031E,49,90.5,1.4,5.9,1.6,0.7,9.5,48385
E01000786,Bromley 032A,15,93.2,1.7,2.1,2.0,1.0,6.8,39750
E01000789,Bromley 032B,139,79.6,4.0,4.7,11.5,0.3,20.4,22190
E01000792,Bromley 032C,40,82.8,2.2,4.4,9.8,0.8,17.2,32969
E01000793,Bromley 032D,33,93.0,2.6,3.1,0.4,0.9,7.0,47920
E01000795,Bromley 032E,49,91.0,3.5,2.5,2.8,0.1,9.0,34709
E01000665,Bromley 033A,23,88.4,2.9,4.2,3.5,1.0,11.6,35447
E01000666,Bromley 033B,6,94.3,1.3,2.4,1.4,0.6,5.7,52319
E01000667,Bromley 033C,16,89.4,1.9,6.1,1.5,1.0,10.6,55308
E01000756,Bromley 033D,16,88.5,2.4,6.8,1.4,0.8,11.5,53526
E01000759,Bromley 034A,3,94.7,1.6,1.4,0.8,1.4,5.3,45306
E01000760,Bromley 034B,30,93.5,2.3,2.0,1.7,0.5,6.5,39499
E01000761,Bromley 034C,27,92.9,3.0,2.0,1.9,0.2,7.1,41897
E01000765,Bromley 034D,8,93.5,2.1,1.7,1.9,0.8,6.5,44276
E01000768,Bromley 034E,33,93.1,2.1,3.4,1.1,0.3,6.9,45664
E01000681,Bromley 035A,56,90.5,2.2,4.9,1.4,1.1,9.5,44382
E01000682,Bromley 035B,54,92.3,1.2,4.1,2.0,0.3,7.7,41666
E01000683,Bromley 035C,62,83.9,2.6,10.2,2.4,0.9,16.1,36774
E01000684,Bromley 035D,52,83.7,2.0,9.4,3.7,1.2,16.3,49859
E01000794,Bromley 035E,32,92.6,1.7,3.2,1.5,1.0,7.4,45362
E01000749,Bromley 036A,2,95.9,2.0,1.6,0.4,0.1,4.1,39389
E01000750,Bromley 036B,49,91.2,2.6,3.4,2.1,0.7,8.8,28697
E01000751,Bromley 036C,11,82.3,2.0,11.9,2.6,1.1,17.7,40887
E01000752,Bromley 036D,12,95.0,1.4,2.0,1.4,0.2,5.0,36062
E01000680,Bromley 037A,2,95.0,1.7,2.7,0.2,0.4,5.0,49828
E01000685,Bromley 037B,14,92.4,1.2,3.4,2.0,1.0,7.6,35261
E01000686,Bromley 037C,35,91.9,0.9,5.0,2.0,0.3,8.1,42652
E01000687,Bromley 037D,27,93.4,2.6,3.1,0.7,0.2,6.6,43280
E01000688,Bromley 037E,15,91.4,2.4,4.8,1.5,0.0,8.6,52491
E01000654,Bromley 039A,12,95.2,1.9,2.1,0.7,0.1,4.8,35600
E01000655,Bromley 039B,37,95.5,2.0,1.6,0.2,0.7,4.5,35504
E01000656,Bromley 039C,4,93.9,2.2,0.9,1.5,1.4,6.1,40098
E01000657,Bromley 039D,51,95.0,1.1,1.8,1.3,0.8,5.0,33257
E01000659,Bromley 039E,28,96.9,1.2,0.9,1.0,0.1,3.1,36287
E01000816,Bromley 040A,49,73.7,3.2,8.1,12.9,2.2,26.3,34008
E01000818,Bromley 040B,11,80.9,3.3,6.3,8.4,1.0,19.1,39633
E01000819,Bromley 040C,44,74.9,4.8,5.9,12.4,2.0,25.1,28065
E01032562,Bromley 040D,67,73.5,5.6,5.6,14.7,0.7,26.5,24086
E01032563,Bromley 040E,40,81.5,3.1,7.4,6.5,1.4,18.5,45957
E01000707,Bromley 041A,99,91.1,4.5,2.1,1.5,0.8,8.9,51946
E01000708,Bromley 041B,67,86.0,4.0,4.3,5.4,0.3,14.0,39298
E01000771,Bromley 041C,46,81.8,6.1,7.7,2.8,1.7,18.2,47799
E01000774,Bromley 041D,39,82.6,5.0,5.7,6.0,0.8,17.4,41045
E01032568,Bromley 041E,42,81.3,4.4,4.1,9.6,0.7,18.8,29041
E01000658,Bromley 042A,6,98.2,0.7,1.0,0.1,0.1,1.8,36044
E01000747,Bromley 042B,2,94.0,3.1,1.2,1.3,0.4,6.0,39254
E01000748,Bromley 042C,2,95.9,1.8,0.9,0.7,0.6,4.1,42159
E01032570,Bromley 042D,35,96.4,1.4,1.2,1.0,0.0,3.6,35864
E01001137,Croydon 001A,53,62.4,8.1,9.3,19.1,1.1,37.6,33034
E01001138,Croydon 001B,58,65.2,8.2,7.7,18.1,0.8,34.8,37069
E01001156,Croydon 001C,63,55.6,7.8,10.1,24.9,1.6,44.4,29425
E01001162,Croydon 001D,58,53.0,9.0,7.9,27.0,3.0,47.0,28857
E01001164,Croydon 001E,115,65.8,8.1,9.3,15.2,1.6,34.2,33432
E01001084,Croydon 002A,31,51.4,5.3,27.2,13.9,2.2,48.6,43502
E01001157,Croydon 002B,52,41.9,5.6,24.1,26.7,1.8,58.1,34670
E01001159,Croydon 002C,47,51.3,7.2,16.5,22.9,2.1,48.7,34172
E01001160,Croydon 002D,60,31.2,5.3,37.4,22.9,3.2,68.8,35798
E01001163,Croydon 002E,72,54.5,8.3,10.2,24.2,2.8,45.5,33243
E01001083,Croydon 003A,52,40.0,5.4,33.6,19.5,1.5,60.0,38668
E01001086,Croydon 003B,77,34.7,8.0,26.2,28.3,2.7,65.3,33188
E01001087,Croydon 003C,62,34.4,5.4,33.3,24.1,2.9,65.6,28723
E01001161,Croydon 003D,64,34.1,7.8,21.5,34.0,2.7,65.9,23584
E01001085,Croydon 004A,91,32.9,7.5,30.2,26.9,2.5,67.1,29198
E01001088,Croydon 004B,114,32.8,6.7,24.3,33.2,3.0,67.2,29642
E01001089,Croydon 004C,125,37.7,8.4,25.9,25.9,2.1,62.3,25923
E01001090,Croydon 004D,132,36.2,8.0,24.2,29.7,2.0,63.8,26868
E01001091,Croydon 004E,52,39.6,5.6,31.4,21.5,2.0,60.4,39884
E01001147,Croydon 005A,83,32.9,9.2,16.3,39.9,1.7,67.1,24423
E01001148,Croydon 005B,115,35.8,6.6,12.2,44.0,1.5,64.2,28647
E01001151,Croydon 005C,98,37.9,9.8,14.2,36.2,1.9,62.1,24517
E01001152,Croydon 005D,100,29.3,9.2,17.9,42.1,1.5,70.7,25572
E01001158,Croydon 005E,79,51.5,8.6,7.6,31.4,1.0,48.5,28849
E01001146,Croydon 006A,126,29.1,8.6,11.3,50.3,0.7,70.9,28474
E01001149,Croydon 006B,115,39.3,7.4,8.3,42.9,2.0,60.7,30141
E01001150,Croydon 006C,61,40.2,9.6,9.4,38.9,1.9,59.8,33288
E01001153,Croydon 006D,114,26.9,9.7,14.5,45.9,3.0,73.1,28696
E01001154,Croydon 006E,115,31.8,8.0,14.1,43.3,2.7,68.2,25685
E01001136,Croydon 007A,70,42.7,9.4,12.5,33.1,2.3,57.3,24536
E01001139,Croydon 007B,91,44.9,7.2,10.8,34.9,2.2,55.1,29966
E01001140,Croydon 007C,47,55.3,10.0,6.7,26.1,1.9,44.7,29817
E01001142,Croydon 007D,55,47.9,6.2,8.2,37.5,0.2,52.1,34887
E01001144,Croydon 007E,137,39.1,10.5,9.6,39.3,1.6,60.9,24880
E01001141,Croydon 008A,81,42.2,8.7,8.3,39.2,1.5,57.8,26732
E01001143,Croydon 008B,91,41.2,8.0,7.6,41.3,1.9,58.8,26523
E01001145,Croydon 008C,129,36.7,10.8,12.8,38.4,1.3,63.3,21435
E01001191,Croydon 008D,123,36.8,10.0,8.8,40.6,3.8,63.2,24730
E01001192,Croydon 008E,98,42.9,10.0,6.0,40.6,0.5,57.1,26275
E01000994,Croydon 009A,90,29.3,7.5,26.8,35.1,1.4,70.7,28354
E01000995,Croydon 009B,118,22.9,5.5,36.8,32.4,2.5,77.1,25948
E01000996,Croydon 009C,120,24.2,6.5,28.6,39.8,1.0,75.8,30374
E01000997,Croydon 009D,132,26.7,7.6,31.5,30.9,3.3,73.3,28007
E01000999,Croydon 009E,137,20.8,5.7,45.3,26.6,1.7,79.2,27742
E01001002,Croydon 009F,132,24.7,6.6,28.4,39.6,0.6,75.3,28127
E01000998,Croydon 010A,112,28.2,8.3,22.6,37.8,3.1,71.8,26758
E01001000,Croydon 010B,95,24.4,5.1,31.1,36.5,2.9,75.6,28296
E01001003,Croydon 010C,102,31.6,7.6,18.7,39.5,2.6,68.4,26701
E01001111,Croydon 010D,80,34.5,9.8,13.1,40.3,2.2,65.5,27802
E01001155,Croydon 010E,121,25.8,6.9,18.7,45.1,3.4,74.2,22497
E01001174,Croydon 011A,74,20.6,4.8,42.8,28.6,3.2,79.4,28310
E01001175,Croydon 011B,103,24.3,6.5,30.0,37.2,2.0,75.7,26734
E01001176,Croydon 011C,76,17.0,7.0,44.5,28.9,2.6,83.0,27133
E01001182,Croydon 011D,107,25.3,5.2,38.5,29.5,1.5,74.7,29150
E01001183,Croydon 011E,118,15.1,7.4,41.9,32.4,3.1,84.9,26173
E01001184,Croydon 011F,70,21.0,5.5,37.3,34.1,2.1,79.0,30322
E01001001,Croydon 013A,101,29.4,6.6,17.5,44.4,2.1,70.6,25347
E01001109,Croydon 013B,44,43.4,7.3,16.2,31.2,1.9,56.6,24299
E01001112,Croydon 013C,51,37.5,11.3,7.9,41.2,2.2,62.5,25526
E01001113,Croydon 013D,106,36.9,10.4,9.8,40.1,2.7,63.1,26128
E01001114,Croydon 013E,80,32.2,8.9,15.0,41.9,2.1,67.8,23885
E01001116,Croydon 013F,90,34.7,9.6,18.8,35.1,1.9,65.3,26358
E01000992,Croydon 014A,42,50.0,7.5,11.7,29.3,1.5,50.0,26730
E01001185,Croydon 014B,83,58.6,8.7,8.8,22.1,1.8,41.4,29000
E01001186,Croydon 014C,101,43.1,8.4,9.2,37.2,2.0,56.9,26469
E01001188,Croydon 014D,100,41.2,9.1,10.1,38.4,1.2,58.8,26505
E01001193,Croydon 014E,102,37.7,13.1,13.2,34.9,1.1,62.3,26028
E01001004,Croydon 015A,145,28.2,8.7,21.9,38.7,2.5,71.8,26103
E01001115,Croydon 015B,78,29.4,7.0,27.2,32.1,4.4,70.6,23053
E01001117,Croydon 015C,173,26.9,7.8,33.6,29.6,2.1,73.1,26061
E01001178,Croydon 015D,81,29.7,7.0,24.2,35.2,3.8,70.3,20353
E01001181,Croydon 015E,134,28.2,8.5,27.7,32.0,3.6,71.8,23292
E01001006,Croydon 016A,52,37.2,8.5,25.8,26.9,1.6,62.8,26369
E01001007,Croydon 016B,136,24.0,2.9,50.1,20.1,2.9,76.0,26675
E01001177,Croydon 016C,57,26.3,6.4,37.5,27.5,2.3,73.7,25279
