codes,smr
E01004334,1.97963953
E01004335,1.559835534
E01004336,1.167333405
E01004337,1.285104044
E01004338,1.188337491
E01004339,0.796013774
E01004340,2.122044404
E01004341,1.978522301
E01004342,1.906252493
E01004343,0.956469911
E01004344,1.036001556
E01004345,1.456964021
E01004346,0.694963555
E01004347,0.991750205
E01004348,1.393118773
E01004349,1.442719701
E01004350,1.79278062
E01004351,1.430317024
E01004352,1.507541003
E01004353,1.255825951
E01004354,1.709549929
E01004355,0.852727985
E01004356,1.946822362
E01004357,1.019478477
E01004358,1.473817813
E01004359,1.015912376
E01004360,1.242679556
E01004361,2.075591715
E01004362,1.338781414
E01004363,0.82962768
E01004364,1.377084318
E01004365,1.111610198
E01004366,2.362250575
E01004367,2.105343002
E01004368,2.19895293
E01004369,0.942398243
E01004370,0.954977396
E01004371,1.219565532
E01004372,1.04025676
E01004373,1.726278113
E01004374,0.985966753
E01004375,1.117167497
E01004376,1.389313175
E01004377,0.950857008
E01004378,1.277927544
E01004379,0.791695492
E01004380,1.288948757
E01004381,1.343959222
E01004382,1.02451167
E01004383,1.573829413
E01004384,2.46937139
E01004385,1.405047048
E01004386,1.186459873
E01004387,0.42384858
E01004388,1.947253189
E01004389,1.756978249
E01004390,1.897561877
E01004391,1.284857714
E01004392,1.300819218
E01004393,1.749513375
E01004394,0.8279529
E01004395,1.737035831
E01004396,1.087034747
E01004397,1.694737171
E01004398,1.286771268
E01004399,1.785971926
E01004400,1.300883029
E01004401,1.296696606
E01004402,1.381586995
E01004403,1.517435256
E01004404,0.801326757
E01004405,1.253416015
E01004406,2.29887883
E01004407,1.137812128
E01004408,1.623125943
E01004409,1.802618399
E01004410,2.33510639
E01004411,1.015592252
E01004412,1.828613764
E01004413,2.514845149
E01004414,1.259946297
E01004415,1.246280417
E01004416,1.352860395
E01004417,1.622232234
E01004418,0.782013827
E01004419,1.762621187
E01004420,1.715710659
E01004421,0.745773234
E01004422,1.393102954
E01004423,2.059507984
E01004424,2.299086375
E01004425,1.261809091
E01004426,1.549095536
E01004427,0.847935552
E01004428,1.705631147
E01004429,2.19360132
E01004430,1.127635662
E01004432,0.908157739
E01004434,1.856922835
E01004435,1.881733709
E01004436,1.939952286
E01004437,1.66354512
E01004438,1.584064298
E01004439,1.722840432
E01004440,1.706726267
E01004441,1.034773907
E01004442,1.072428703
E01004443,1.612150884
E01004444,1.322962718
E01004445,0.848754863
E01004446,1.302157579
E01004447,1.474133492
E01004448,1.807626873
E01004449,1.163203924
E01004450,1.048605199
E01004451,1.403767677
E01004452,1.602215406
E01004453,1.372409145
E01004454,1.306538033
E01004455,1.635517
E01004456,2.195091237
E01004457,1.255483749
E01004458,1.351299603
E01004459,1.268987987
E01004460,1.866656146
E01004461,1.268457204
E01004462,1.41904109
E01004463,0.851654703
E01004464,1.567448524
E01004465,1.451345463
E01004466,1.605654792
E01004467,2.041367741
E01004468,1.836200797
E01004469,1.45907238
E01004470,1.621951575
E01004471,1.309391424
E01004472,0.770433673
E01004473,1.182292529
E01004474,1.348265417
E01004475,1.589297418
E01004476,1.250180049
E01004477,0.784782607
E01004478,0.863050491
E01004479,0.89642215
E01004480,1.036972425
E01004481,0.732769103
E01004482,1.532568473
E01004483,1.687153067
E01004484,1.331134105
E01004485,1.04656844
E01004486,0.861668384
E01004487,1.802968886
E01004488,0.797237639
E01004489,1.239188741
E01004490,1.17507927
E01004491,1.18496361
E01004492,1.42106071
E01004493,1.848922611
E01004494,1.735156594
E01004495,0.831936163
E01004496,0.268076457
E01004497,0.752419708
E01004498,0.981512513
E01004499,1.08859244
E01004500,1.598062776
E01004501,0.83605028
E01004502,0.504577776
E01004503,1.291172562
E01004504,1.626493189
E01004505,0.699787412
E01004506,0.829738437
E01004507,0.50577801
E01004508,1.36117313
E01004509,1.374936077
E01004510,1.454877692
E01004511,0.91540726
E01004512,1.122178438
E01004513,1.520242226
E01004514,1.192073499
E01004515,1.138896272
E01004516,0.78008479
E01004517,1.065250776
E01004518,1.141050705
E01004519,1.597272752
E01004520,0.959774366
E01004521,1.592680288
E01004522,0.945034276
E01004523,0.729830408
E01004524,2.197253741
E01004525,1.156486052
E01004526,1.231906696
E01004527,1.03234955
E01004528,1.742772384
E01004529,1.220533266
E01004530,1.374923185
E01004531,1.337817309
E01004532,1.466306908
E01004533,1.495309807
E01004534,1.079484404
E01004535,1.268554567
E01004536,1.897231973
E01004537,1.521844106
E01004538,1.528693584
E01004539,2.409580513
E01004540,0.724274417
E01004541,2.788226747
E01004542,1.166817886
E01004543,0.690578215
E01004544,0.997935955
E01004545,0.627306603
E01004546,1.144963391
E01004547,1.076058143
E01004548,1.105068035
E01004549,1.555517834
E01004550,1.192264385
E01004551,1.009874796
E01004552,0.833892861
E01004553,0.922551536
E01004554,0.315986635
E01004555,1.276048326
E01004556,0.329962925
E01004557,1.061598952
E01004558,1.320964016
E01004559,1.125724263
E01004560,1.116329121
E01004562,1.760481108
E01004563,2.011975174
E01004564,1.152016088
E01004565,1.624630526
E01004566,0.783740726
E01004567,1.82656036
E01004568,1.144691326
E01004569,1.723109111
E01004570,1.058832247
E01004571,1.79393522
E01004572,1.217088847
E01004573,1.365070019
E01004574,2.412323504
E01004575,1.506221002
E01004576,1.78770702
E01004577,1.407433536
E01004579,1.002112523
E01004580,1.083760814
E01004581,0.812228237
E01004582,0.462149391
E01004583,1.467894553
E01004584,2.46720859
E01004585,1.092217568
E01004586,1.070748237
E01004587,0.788064203
E01004588,0.995475465
E01004589,0.719599596
E01004590,1.757938005
E01004591,1.891348061
E01004592,1.508776
E01004593,0.919487795
E01004594,0.632744946
E01004595,1.248845108
E01004596,0.513007247
E01004597,1.256426218
E01004598,0.595849369
E01004599,0.642235325
E01004600,1.558301193
E01004601,1.157839842
E01004602,1.248623477
E01004604,0.807360812
E01004605,1.259222305
E01004606,0.741930572
E01004607,1.033482076
E01004608,1.295026968
E01004609,1.113821585
E01004610,0.850996151
E01004611,1.024375015
E01004612,1.273026719
E01004613,1.087288132
E01004614,1.366409556
E01004615,1.793950819
E01004616,1.109797976
E01004617,1.266603629
E01004618,1.066735937
E01004619,0.882237785
E01004620,0.916237116
E01004621,1.757358353
E01004622,0.672515717
E01004623,0.770474913
E01004624,0.936871134
E01004625,1.502163376
E01004626,1.910160329
E01004627,1.245680759
E01004628,1.910200821
E01004629,1.072368854
E01004630,1.89731746
E01004631,1.660583342
E01004632,0.637618039
E01004633,0.994568578
E01004634,0.772444794
E01004635,0.933407445
E01004636,0.808972559
E01004637,1.398801401
E01004638,0.549147711
E01004639,1.265267395
E01004640,1.194158067
E01004641,1.074247721
E01004642,1.173952491
E01004643,1.420477298
E01004644,1.227051347
E01004645,2.055527171
E01004646,1.200127264
E01004647,0.273315207
E01004648,0.657738756
E01004649,0.244209429
E01004650,1.232280356
E01004651,1.034107041
E01004652,1.093815387
E01004653,0.973795611
E01004654,0.871817079
E01004656,1.545944104
E01004657,0.417268821
E01004658,0.772877932
E01004659,1.079033773
E01004660,1.040466142
E01004661,1.175828385
E01004662,0.455647601
E01004663,1.25470376
E01004665,2.191758536
E01004666,1.728519268
E01004667,1.551337074
E01004668,1.799781084
E01004669,2.184332488
E01004670,1.600565281
E01004674,1.892556788
E01004675,2.011648236
E01004676,1.49155264
E01004677,2.163532379
E01004678,2.280962058
E01004679,1.970682366
E01004680,0.405054092
E01004681,1.041712154
E01004682,0.657804443
E01004683,0.27183167
E01004684,0.927294015
E01004686,1.090842296
E01004687,0.68760237
E01004688,0.288823413
E01004689,3.397810749
E01004690,0.668224393
E01004691,0.586765644
E01004692,0.375126161
E01004693,0.777080022
E01004694,1.127949376
E01004695,0.783706799
E01004696,1.700503527
E01004697,1.04924663
E01004698,1.927850505
E01004699,1.322336319
E01004700,1.074724269
E01004701,0.574696638
E01004702,1.689846499
E01004703,0.674535387
E01004705,0.559712881
E01004706,1.214233773
E01004707,0.939182764
E01004708,1.762277958
E01004709,1.763318006
E01004710,1.243242853
E01004711,1.250715387
E01004712,0.94476595
E01004713,1.331271628
E01004714,0.771421836
E01004715,0.912847825
E01004716,0.612205592
E01004717,0.838454525
E01004718,1.45034535
E01004719,2.392116185
E01004720,1.605726958
E01004721,2.20307586
E01004722,2.190908506
E01004723,1.287627099
E01004724,1.292472391
E01004725,2.127488597
E01004726,0.245729444
E01004727,0.314019291
E01004728,1.767852456
E01004729,1.664899772
E01004730,0.721850343
E01004731,1.517891036
E01004732,3.562747641
E01004733,2.507575544
E01004734,1.209438298
E01004735,2.058371001
E01004736,0.899639089
E01004737,1.166130212
E01004738,0.979048512
E01004739,2.103882257
E01004740,2.815329855
E01004741,2.443894834
E01004742,0.964993539
E01004743,1.506076736
E01004744,2.974447503
E01004745,1.303809541
E01004746,2.562959567
E01004747,2.128870064
E01004748,1.015795331
E01004749,1.749768035
E01004750,1.492215617
E01004751,1.513761859
E01004752,1.313993599
E01004753,1.272756104
E01004754,2.259594741
E01004755,2.007785256
E01004756,1.210717896
E01004757,2.161692218
E01004760,0.904840346
E01004761,0.871226882
E01004762,0.66288799
E01004763,1.408571081
E01004765,0.570141318
E01004766,1.608051115
E01004767,0.943600037
E01004768,1.424700553
E01004769,0.952059548
E01004770,0.633326671
E01004771,1.49215575
E01004772,1.54819774
E01004773,0.865718844
E01004774,0.774454392
E01004775,1.604159393
E01004776,1.450944083
E01004777,1.347639347
E01004778,1.996720889
E01004779,2.032517932
E01004780,0.59841183
E01004781,1.571831495
E01004782,1.00002149
E01004783,0.969815622
E01004784,1.164684302
E01004785,0.892052593
E01004786,1.005290404
E01004787,1.788960884
E01004788,0.964412526
E01004789,1.082725844
E01004790,0.65577228
E01004791,0.506041563
E01004792,0.789637023
E01004793,1.362359188
E01004794,1.33725825
E01004795,1.345957322
E01004796,1.75989801
E01004797,1.220693102
E01004798,2.143058276
E01004799,0.929809383
E01004800,1.267668985
E01004801,2.150319189
E01004802,1.663829432
E01004803,0.623654931
E01004804,1.110969367
E01004805,0.530495396
E01004806,1.189114687
E01004807,1.103619061
E01004808,0.915200756
E01004809,1.478822653
E01004810,0.886636075
E01004811,2.206291702
E01004812,1.488774538
E01004813,1.054949918
E01004814,0.939714786
E01004815,1.323413679
E01004816,1.205611791
E01004817,1.3489881
E01004818,1.750570328
E01004819,1.611045636
E01004820,1.259861424
E01004822,1.871275931
E01004823,2.771397363
E01004824,1.536178342
E01004825,0.647756614
E01004826,1.495102401
E01004827,2.039584142
E01004828,0.65987958
E01004829,1.820254039
E01004830,1.866095567
E01004831,1.059456242
E01004832,1.252407517
E01004833,1.310046086
E01004834,1.590708295
E01004835,0.471271109
E01004836,0.874011723
E01004837,0.538765135
E01004838,1.527353214
E01004839,1.854003044
E01004840,1.798829124
E01004841,2.509756087
E01004842,0.742253132
E01004843,0.910650134
E01004844,0.715248549
E01004845,0.708386577
E01004846,0.740571381
E01004847,0.999180264
E01004848,1.052489413
E01004849,0.616598725
E01004850,1.000639629
E01004851,1.36402453
E01004852,1.75808707
E01004853,1.161237845
E01004854,0.92042043
E01004855,1.540165541
E01004856,1.703110419
E01004857,1.941262262
E01004858,1.092487949
E01004859,1.136391962
E01004860,1.781703515
E01004861,1.617141424
E01004862,1.367708102
E01004863,2.076511415
E01004864,0.771827948
E01004865,1.575957007
E01004866,2.427640195
E01004867,2.135408218
E01004868,1.113493987
E01004869,1.991777366
E01004870,1.470166025
E01004871,1.229906576
E01004872,0.8369445
E01004873,1.656936956
E01004874,0.966501913
E01004875,1.214083002
E01004876,1.842358188
E01004877,1.723113734
E01004878,0.976005723
E01004879,1.280590995
E01004880,0.918752593
E01004881,1.772210763
E01004882,1.570517861
E01004883,1.544391889
E01004884,1.298536223
E01004885,1.504848737
E01004886,1.007978905
E01004887,1.801197859
E01004888,1.835899653
E01004889,1.475631354
E01004890,1.429845752
E01004891,1.051902808
E01004892,0.718009357
E01004893,0.893151022
E01004894,0.663037491
E01004895,1.64993643
E01004896,0.809062466
E01004897,0.977470903
E01004899,1.093792756
E01004900,0.906023733
E01004901,0.886697404
E01004902,1.046992854
E01004903,1.635445155
E01004904,0.711769954
E01004905,1.564668499
E01004906,1.364913714
E01004907,1.356381087
E01004908,1.486937606
E01004909,1.120968811
E01004910,1.119833374
E01004911,1.683410206
E01004912,1.177450283
E01004913,0.944042767
E01004914,0.789703161
E01004915,2.004548097
E01004916,1.378911836
E01004917,1.222981414
E01004918,1.623301504
E01004919,0.82208146
E01004920,0.937236618
E01004921,1.53826184
E01004922,1.308936816
E01004923,0.726035081
E01004924,0.885634385
E01004925,0.962533297
E01004926,1.046396858
E01004927,1.424683256
E01004928,1.295483793
E01004929,1.404501377
E01004930,0.850796298
E01004931,1.335379553
E01004932,1.143699274
E01004933,1.017049223
E01004934,1.805252658
E01004935,0.742960469
E01004936,0.938876823
E01004937,1.096860132
E01004938,1.6126873
E01004939,1.542193767
E01004940,0.943550238
E01004941,1.26661947
E01004942,1.673071497
E01004943,1.450327887
E01004944,1.288198398
E01004945,1.258926674
E01004946,2.146006078
E01004947,1.84385067
E01004948,1.612717195
E01004949,0.57536721
E01004950,0.647918914
E01004951,0.876703754
E01004952,1.63843961
E01004953,1.488829161
E01004954,1.843908059
E01004955,0.934559286
E01004956,3.138206482
E01004957,1.57808994
E01004958,1.927922289
E01004959,1.600796582
E01004960,1.667115651
E01004961,1.139200863
E01004962,0.885483663
E01004963,1.239477616
E01004964,1.468828649
E01004965,1.423471863
E01004966,1.450548912
E01004967,0.487353629
E01004968,0.931693401
E01004969,1.243519173
E01004970,1.115566011
E01004971,0.856946792
E01004972,1.691800957
E01004973,0.888338288
E01004974,1.262770406
E01004975,1.046377227
E01004976,2.02577626
E01004977,1.52358803
E01004978,0.835979072
E01004979,1.76331993
E01004980,2.316297466
E01004981,1.83881453
E01004982,1.533575394
E01004983,0.633437672
E01004984,1.24931666
E01004985,0.779367303
E01004986,0.687371102
E01004987,2.125508236
E01004988,1.367244005
E01004989,0.288993735
E01004990,1.362396875
E01004991,1.577378095
E01004992,1.221126954
E01004993,1.186256107
E01004994,1.418990131
E01004995,1.330352373
E01004996,2.739328547
E01004997,1.030635314
E01004998,1.803670305
E01004999,1.683666404
E01005000,1.544144974
E01005001,1.303867351
E01005002,1.584387619
E01005003,2.369713962
E01005004,2.661544952
E01005005,1.224382317
E01005006,1.384221286
E01005007,1.040801037
E01005008,1.009819081
E01005009,2.145156841
E01005010,1.430108277
E01005011,1.575577949
E01005012,2.312223853
E01005013,1.272112446
E01005014,0.59592009
E01005015,1.291017042
E01005016,1.185270568
E01005017,1.631577779
E01005018,1.352054323
E01005019,1.505081213
E01005020,1.452090648
E01005021,0.923557137
E01005022,0.813703533
E01005023,1.41065643
E01005024,2.140682489
E01005025,0.891984622
E01005026,1.060143634
E01005027,1.099754571
E01005028,1.302714773
E01005029,1.156455603
E01005030,2.040537889
E01005031,1.695232566
E01005032,2.077707991
E01005033,0.942078523
E01005034,1.596504172
E01005035,1.211941299
E01005036,1.055800194
E01005037,0.72605533
E01005038,1.175296284
E01005039,2.055500588
E01005040,1.689299623
E01005041,0.794345181
E01005042,1.363413702
E01005043,1.051016823
E01005044,1.156956721
E01005045,1.341057993
E01005046,0.583581624
E01005047,1.040229512
E01005048,1.549557732
E01005049,1.030761052
E01005050,1.121896397
E01005051,1.451543338
E01005052,1.049010419
E01005053,0.975642549
E01005054,1.670634238
E01005055,1.124807121
E01005056,1.645372071
E01005057,0.736416854
E01005058,1.408086795
E01005059,1.36038418
E01005060,1.213661794
E01005061,1.505827667
E01005062,1.65062532
E01005063,1.687956386
E01005065,2.0158016
E01005066,0.966650594
E01005067,2.077931483
E01005068,2.436338087
E01005069,1.242198112
E01005070,2.352187046
E01005071,2.758841794
E01005072,2.913799529
E01005073,1.15825393
E01005074,2.092110997
E01005075,1.974919946
E01005076,0.815331255
E01005077,1.580689869
E01005078,1.183567214
E01005079,2.239766942
E01005081,1.780123061
E01005082,2.635130218
E01005083,1.217109851
E01005084,1.288227414
E01005085,1.835880059
E01005086,2.078380158
E01005087,2.26337314
E01005088,2.134310927
E01005089,1.822539802
E01005090,2.721658947
E01005091,1.895539842
E01005092,1.791463568
E01005093,2.801520764
E01005094,1.598417603
E01005097,2.327660487
E01005098,2.319367912
E01005099,1.639349651
E01005100,2.24152461
E01005101,2.062819981
E01005102,0.972187361
E01005103,1.919371355
E01005104,1.296085187
E01005105,1.850817594
E01005106,1.287843455
E01005107,2.342535394
E01005108,2.077894317
E01005111,1.856040567
E01005112,1.521252709
E01005113,2.218118152
E01005114,1.053520504
E01005115,1.635952845
E01005116,1.090473097
E01005117,2.406931546
E01005118,1.244075235
E01005119,2.012602143
E01005120,0.622200165
E01005121,1.184606346
E01005122,1.855581185
E01005123,1.618371482
E01005124,2.116954387
E01005125,1.695008065
E01005126,1.3381879
E01005128,0.637803839
E01005129,2.527164396
E01005130,2.295821489
E01005132,3.104095942
E01005133,2.250924023
E01005135,1.529781353
E01005136,1.616454737
E01005138,1.883424922
E01005139,2.043942281
E01005140,1.242336387
E01005141,2.407685603
E01005142,1.933540655
E01005143,1.425164536
E01005145,1.504609667
E01005146,1.986523726
E01005147,1.593580755
E01005149,0.721482767
E01005150,2.108210444
E01005151,1.27203575
E01005152,1.32980772
E01005153,1.251727853
E01005154,0.676602431
E01005155,1.181377335
E01005156,0.991615342
E01005157,0.588968064
E01005158,1.619414796
E01005159,1.187731852
E01005160,1.22794531
E01005161,1.441581012
E01005162,1.721802211
E01005163,1.533780669
E01005164,1.884364405
E01005165,2.810284661
E01005166,1.96247129
E01005167,2.003658792
E01005168,0.562779231
E01005169,1.22993192
E01005170,0.985766704
E01005171,1.060738091
E01005172,0.733168524
E01005173,0.764005448
E01005174,0.491437524
E01005175,1.451096152
E01005176,1.04558578
E01005177,0.527955196
E01005178,1.590907458
E01005179,1.477649664
E01005180,1.915153047
E01005181,1.375822987
E01005182,1.679033363
E01005183,1.774637059
E01005184,1.151340798
E01005185,0.238450523
E01005186,2.577933918
E01005187,2.14409815
E01005188,1.160751734
E01005189,3.479589839
E01005190,2.179704783
E01005191,1.974026888
E01005192,1.239729787
E01005193,1.755921524
E01005194,1.606762465
E01005195,1.663399728
E01005196,1.976237746
E01005197,1.595099785
E01005198,2.211721194
E01005199,1.931086905
E01005200,1.68542581
E01005201,2.253904323
E01005202,1.13978461
E01005203,1.698655826
E01005205,1.587409172
E01005206,2.164051386
E01005207,2.028219065
E01005208,1.485077637
E01005209,1.053730559
E01005210,0.813873886
E01005212,1.275076281
E01005213,1.574251626
E01005214,1.134238552
E01005215,1.614814586
E01005216,1.04825232
E01005217,1.075749278
E01005218,1.087408961
E01005219,1.873895244
E01005220,1.865908659
E01005221,1.574842972
E01005222,1.696805692
E01005223,1.957651194
E01005224,1.289507916
E01005225,1.55539051
E01005226,1.052947597
E01005227,1.357787276
E01005228,2.022950321
E01005229,1.32836269
E01005230,2.172642914
E01005231,0.721839856
E01005232,2.238260391
E01005233,1.204559957
E01005234,1.735962279
E01005235,1.863108632
E01005236,0.930210764
E01005237,1.800891071
E01005238,2.031278562
E01005239,1.784879746
E01005240,2.43098053
E01005241,1.186201299
E01005242,2.124206109
E01005243,1.862035218
E01005244,1.598740123
E01005245,1.985108038
E01005246,1.667966422
E01005247,1.761208842
E01005248,0.960133881
E01005249,2.120409477
E01005250,2.089018567
E01005251,1.03107207
E01005252,1.880127611
E01005253,1.453988041
E01005254,1.27081949
E01005255,2.043730547
E01005256,1.76008473
E01005257,1.229141885
E01005258,1.959492133
E01005259,2.275449693
E01005260,1.203887631
E01005261,1.732813081
E01005262,2.297221221
E01005263,1.859927446
E01005264,2.010387796
E01005265,1.639305751
E01005266,2.040072676
E01005267,2.10134095
E01005268,1.456954026
E01005269,1.668859905
E01005270,1.585883695
E01005271,1.137311583
E01005272,1.818446476
E01005273,1.524653529
E01005274,0.981741581
E01005275,0.873966312
E01005276,1.076024852
E01005277,0.604999972
E01005278,0.887153553
E01005279,0.985606482
E01005280,1.709340784
E01005281,1.436157924
E01005282,1.005018214
E01005283,0.908794623
E01005284,0.909484803
E01005285,2.396466301
E01005286,0.998637299
E01005287,1.740537411
E01005288,1.333638654
E01005289,1.582396121
E01005290,2.490923304
E01005291,2.822595316
E01005292,1.753129481
E01005293,1.646335927
E01005294,1.012689829
E01005295,2.189135215
E01005296,1.754752865
E01005297,1.451223747
E01005298,1.192154845
E01005299,1.831911177
E01005300,1.68901746
E01005301,0.603212661
E01005302,1.715178295
E01005304,1.64863136
E01005305,0.782982849
E01005306,0.677509416
E01005307,0.692544848
E01005308,1.60209189
E01005309,1.276766959
E01005310,1.728030587
E01005311,1.458805989
E01005312,0.639245294
E01005313,2.077355183
E01005314,2.120765885
E01005315,1.998231314
E01005316,2.05463746
E01005317,1.186657043
E01005318,1.685998418
E01005319,1.516301773
E01005320,1.232286569
E01005321,2.128909692
E01005322,2.765230292
E01005323,2.04413592
E01005324,1.531466719
E01005325,1.19845142
E01005326,1.441373667
E01005327,1.683495742
E01005328,1.676194441
E01005329,1.597491342
E01005330,0.671031733
E01005331,1.556605933
E01005332,1.293024014
E01005333,0.846990193
E01005334,1.023773756
E01005335,1.474665497
E01005336,0.721437248
E01005337,1.109910418
E01005338,1.734363387
E01005339,0.645908527
E01005340,1.952145346
E01005341,1.384262737
E01005342,2.05630034
E01005343,1.026363947
E01005344,1.690087412
E01005345,0.852880123
E01005346,1.871804127
E01005347,1.212105283
E01005348,1.896868469
E01005349,1.097627824
E01005350,2.643217144
E01005351,0.885180687
E01005352,1.940495864
E01005353,1.334755759
E01005354,1.331282704
E01005355,0.950570338
E01005356,1.402531155
E01005357,0.585321383
E01005358,1.391929213
E01005359,1.249092291
E01005360,0.934421419
E01005361,1.427213319
E01005362,0.8476976
E01005363,1.396797947
E01005364,1.001979276
E01005365,0.522272573
E01005366,1.931199922
E01005367,1.009043261
E01005368,1.250211847
E01005369,2.414345009
E01005370,1.649785261
E01005371,0.975512418
E01005372,1.386513409
E01005373,0.946602988
E01005374,0.905753412
E01005375,1.062697934
E01005376,1.108913484
E01005377,1.519261972
E01005378,0.827269629
E01005379,1.118992234
E01005380,1.861414595
E01005381,1.389101687
E01005382,1.957862069
E01005383,1.368238204
E01005386,2.050241092
E01005387,1.915067477
E01005388,1.779452695
E01005389,1.699847056
E01005390,1.442429909
E01005391,1.363122779
E01005392,1.735939409
E01005393,1.136339543
E01005394,0.896784241
E01005395,0.951159691
E01005396,0.7084333
E01005397,0.792650396
E01005398,1.601927776
E01005399,1.758278939
E01005400,1.650199354
E01005401,0.956615474
E01005402,1.732592671
E01005403,1.606273989
E01005406,0.681902642
E01005407,1.158503239
E01005408,0.891354282
E01005409,0.735598779
E01005410,1.222374301
E01005411,0.901187279
E01005412,0.756192366
E01005413,1.163319069
E01005414,0.818805699
E01005415,0.70664541
E01005416,1.012412017
E01005417,0.913170827
E01005418,0.822312904
E01005419,1.691185758
E01005420,1.089028054
E01005421,1.110764141
E01005422,1.665448621
E01005427,1.347887665
E01005428,1.359998072
E01005429,1.59878769
E01005430,1.07296962
E01005431,1.514389867
E01005432,2.315235766
E01005433,1.647843822
E01005434,2.138065612
E01005435,1.214373447
E01005436,0.6408224
E01005437,2.255851031
E01005438,1.322557796
E01005439,0.708908954
E01005440,1.413926263
E01005441,1.454485391
E01005442,0.447134638
E01005443,0.792224332
E01005444,2.100388847
E01005445,2.112612104
E01005446,1.81963695
E01005447,1.522208757
E01005448,1.861544408
E01005449,2.116208924
E01005450,1.498085908
E01005451,1.300562742
E01005452,0.953135389
E01005453,0.808268588
E01005454,1.396237888
E01005455,1.149775736
E01005456,1.919732056
E01005459,1.012640168
E01005460,1.93949559
E01005461,1.851595322
E01005462,1.204749455
E01005463,1.417770269
E01005464,1.105307389
E01005465,0.951644346
E01005466,1.859678438
E01005467,2.200676225
E01005468,0.595118061
E01005469,0.686092188
E01005470,1.559643633
E01005471,0.633378586
E01005472,1.735012778
E01005473,0.992025608
E01005474,1.902318669
E01005475,1.386373653
E01005476,1.433990685
E01005477,1.580750802
E01005478,1.626921933
E01005479,0.844315333
E01005480,1.179714333
E01005481,1.660030448
E01005482,1.489206543
E01005483,2.040961952
E01005484,0.85455965
E01005485,1.91416553
E01005486,2.394762397
E01005487,1.374936741
E01005488,0.555346641
E01005489,0.736789974
E01005490,0.904833017
E01005491,1.402460089
E01005492,1.358633012
E01005493,1.022133546
E01005494,1.536897902
E01005495,1.660474499
E01005496,1.980239735
E01005497,1.132788143
E01005498,1.489575446
E01005499,1.207984544
E01005500,1.735120818
E01005501,2.087807321
E01005502,0.979305266
E01005503,1.16647174
E01005504,2.028276081
E01005505,1.016151053
E01005506,1.316396317
E01005507,0.515362246
E01005508,1.086282099
E01005509,2.026684706
E01005510,0.735755568
E01005511,1.370090034
E01005512,1.658281527
E01005513,2.273930977
E01005514,1.464878828
E01005515,1.431909965
E01005516,1.30272648
E01005517,0.878955051
E01005518,0.931646166
E01005519,1.138962801
E01005520,1.253317697
E01005521,1.30595671
E01005522,1.336290962
E01005523,1.412544002
E01005524,2.455863411
E01005525,1.257684414
E01005526,1.426753563
E01005527,2.244505881
E01005528,0.897400852
E01005529,1.948901586
E01005530,1.516910608
E01005531,1.078453478
E01005532,1.677138874
E01005533,1.783762919
E01005534,1.641263155
E01005535,1.226944257
E01005536,1.451355418
E01005537,0.834267188
E01005538,0.659595571
E01005539,1.402194249
E01005540,1.559728109
E01005541,1.064246263
E01005542,1.536556846
E01005543,1.711852949
E01005544,0.542397905
E01005545,1.019504708
E01005546,1.321367764
E01005547,1.205451241
E01005548,1.8305342
E01005549,0.823933952
E01005550,1.486109708
E01005551,1.004314352
E01005552,1.383110586
E01005553,2.248072661
E01005554,1.741540281
E01005555,0.363351677
E01005556,1.368425826
E01005557,1.199885078
E01005558,1.124875383
E01005559,1.668447485
E01005560,1.154893911
E01005561,1.396214054
E01005562,1.385048604
E01005563,1.6109712
E01005564,1.760676836
E01005565,1.806884698
E01005566,1.372464343
E01005567,1.153829233
E01005568,3.039747884
E01005569,2.385491518
E01005570,1.711704342
E01005571,0.607759235
E01005572,1.512071112
E01005573,0.968107367
E01005574,0.799958788
E01005575,0.971417988
E01005576,0.924668198
E01005577,0.449678332
E01005578,1.228886292
E01005579,2.144571665
E01005580,1.431408505
E01005581,1.166219621
E01005583,2.216013849
E01005585,1.801486818
E01005586,1.714498626
E01005587,0.703491839
E01005588,0.8871929
E01005589,1.043686936
E01005590,2.076381971
E01005591,2.007211974
E01005592,2.046457542
E01005593,1.732626506
E01005594,1.36119224
E01005595,1.674758413
E01005596,1.163235491
E01005597,1.498862406
E01005598,0.946449724
E01005599,1.454425124
E01005600,1.610206516
E01005601,2.088916366
E01005602,2.165870043
E01005603,1.531710301
E01005604,2.003737507
E01005605,1.674608242
E01005609,1.786838719
E01005610,2.245148831
E01005611,2.537071762
E01005612,2.069332643
E01005613,2.003976707
E01005614,1.203546412
E01005615,2.606879161
E01005616,1.477849099
E01005617,1.729769202
E01005618,0.608565664
E01005619,1.695986227
E01005620,1.955847595
E01005621,3.031220669
E01005622,1.702293485
E01005623,1.207916995
E01005624,1.895797877
E01005625,1.729306849
E01005626,1.465436635
E01005627,1.260412823
E01005628,1.675461822
E01005629,2.709567054
E01005630,1.731484932
E01005631,3.293613127
E01005632,1.837375161
E01005633,1.960126111
E01005634,0.842897466
E01005635,1.139986039
E01005636,1.746156537
E01005637,2.412006871
E01005638,1.741897481
E01005639,1.669858216
E01005640,1.993422641
E01005641,1.540897298
E01005642,1.712267157
E01005643,2.239805308
E01005644,1.094819334
E01005645,1.081426578
E01005646,1.462664336
E01005647,0.83623319
E01005648,1.226643114
E01005649,1.688999118
E01005650,1.448804062
E01005651,1.125764023
E01005652,1.267473014
